Countries fintechs,Country,Year,1A,1B,1C,2A,2B,2C,2D,2E,3A,3B,3C,3D,4A,4B,5A,5B,5C,6A,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,3.453243182,4.326068964,3.692819132,41.8,3.897610056,3.453243182,2.617612532,5.425001182,5.216158451,46.48654872
,,,,,,,,,,,,,,,,,,,,,,5.69872082,6.062282447,4.866901306,84.2,6.185997588,5.69872082,3.929245729,92.80341682,6.740441613,13.34000607
,,,,,,,,,,,,,,,,,,,,,,2.922947984,4.035263265,3.122705429,55.8,3.126619729,2.922947984,1.672877443,12.40327278,5.207463963,20.12920355
,,,,,,,,,,,,,,,,,,,,,,3.669592318,2.844740604,3.883649539,6.3,3.883094814,3.669592318,2.320350503,0.2023374324,4.740247129,21.69593986
,,,,,,,,,,,,,,,,,,,,,,4.459101715,3.600096438,5.1458807,49.84799936,5.288585761,4.459101715,2.881247836,36.63486617,5.559712721,11.71556565
,,,,,,,,,,,,,,,,,,,,,,5.550339357,6.133426532,4.809688847,86.7658644,6.069974482,5.550339357,3.602299675,50.03762396,5.822193624,29.26595471
,,,,,,,,,,,,,,,,,,,,,,5.025258813,4.852955675,5.186963963,61.41815456,5.61234385,5.025258813,3.644180575,27.95783258,5.026250404,34.05438987
,,,,,,,,,,,,,,,,,,,,,,3.774997627,3.920179798,4.621111037,48.9843188,4.86118018,3.774997627,2.788922043,4.946956836,4.918602221,18.00168387
,,,,,,,,,,,,,,,,,,,,,,3.695216474,2.70261326,4.186191086,44.07,3.789367765,3.695216474,2.449599762,26.85055733,5.010122904,19.65724382
,,,,,,,,,,,,,,,,,,,,,,4.782261589,4.092692607,5.041993525,12.58006091,5.005959801,4.782261589,3.303194739,4.900063768,6.371328237,24.15715265
,,,,,,,,,,,,,,,,,,,,,,4.613198617,4.769399383,4.958809006,15.36,4.883894943,4.613198617,3.879565257,31.86268071,5.591489152,23.96949654
,,,,,,,,,,,,,,,,,,,,,,4.143501221,6.107141,4.493560374,84.1,4.020509527,4.143501221,2.213871084,106.0378824,6.250557759,56.83599112
,,,,,,,,,,,,,,,,,,,,,,3.981304018,3.763353814,5.253376408,38.42,4.583254521,3.981304018,2.522597213,9.724259396,5.98508902,32.87118283
,,,,,,,,,,,,,,,,,,,,,,5.003025485,4.154921612,4.916981753,36.2351,5.071753985,5.003025485,3.307206308,3.824965396,5.071819487,27.84417341
,,,,,,,,,,,,,,,,,,,,,,3.901882744,4.5038155,4.407502682,50,3.863113771,3.901882744,2.741278281,23.70541658,5.024499076,39.80310567
,,,,,,,,,,,,,,,,,,,,,,5.512273373,3.104098552,4.950758555,41,6.417211383,5.512273373,3.634441275,26.01587303,5.226857218,26.56531293
,,,,,,,,,,,,,,,,,,,,,,5.063077399,4.448490368,4.869985459,45.13,5.353882577,5.063077399,3.062666576,16.32277628,5.558172905,24.50038189
,,,,,,,,,,,,,,,,,,,,,,3.403100764,4.283764909,3.606365962,33.7,3.803899943,3.403100764,2.250318772,5.496184402,5.268985544,49.66748044
,,,,,,,,,,,,,,,,,,,,,,5.585918595,5.948874206,4.87074308,81.0252,6.092461643,5.585918595,3.858780372,74.69047182,6.743439061,13.77821872
,,,,,,,,,,,,,,,,,,,,,,3.092524162,3.705929784,3.59018027,47.704,3.436614973,3.092524162,1.686165162,11.71360585,5.141037953,22.01276016
,,,,,,,,,,,,,,,,,,,,,,3.658778016,2.646455745,3.966862506,5,3.952629581,3.658778016,2.399901448,0.19,4.486924401,19.32911141
,,,,,,,,,,,,,,,,,,,,,,4.294618807,3.672140847,5.15782913,45,5.53710316,4.294618807,3.114132729,20.90686841,5.470929702,11.74126562
,,,,,,,,,,,,,,,,,,,,,,5.260438324,6.053108329,5.29015492,83,6.246074335,5.260438324,3.78457453,32.91454001,5.74900204,30.29821499
,,,,,,,,,,,,,,,,,,,,,,5.189394729,4.699903455,5.113883549,53.8938,5.816137014,5.189394729,3.74445588,17.1370029,4.932466757,37.51885762
,,,,,,,,,,,,,,,,,,,,,,3.891182774,4.019944289,4.556607078,40.4,4.655111813,3.891182774,3.088770797,3.68217955,4.788666415,18.8615119
,,,,,,,,,,,,,,,,,,,,,,4.089098856,3.022917089,4.606862416,35.62,4.207267414,4.089098856,2.625380044,21.02966835,4.912060339,20.95597184
,,,,,,,,,,,,,,,,,,,,,,4.873325719,4.045245351,4.898605011,10.07,5.039688481,4.873325719,3.327650254,1.852609662,6.382861207,26.54463623
,,,,,,,,,,,,,,,,,,,,,,4.362999449,4.474505924,4.755805964,18,4.818721379,4.362999449,3.914840508,22.19590607,5.525780223,26.18157454
,,,,,,,,,,,,,,,,,,,,,,4.585353267,6.192524467,4.5017274,83.8,4.196452867,4.585353267,2.2319444,105.0522528,6.216489624,58.12213202
,,,,,,,,,,,,,,,,,,,,,,4.145192037,3.838049588,5.299890453,36.15,4.740545498,4.145192037,2.632654879,4.609145403,5.881602434,31.56926813
,,,,,,,,,,,,,,,,,,,,,,4.806221347,4.078376673,4.965324287,29,4.95083052,4.806221347,3.148134253,3.363133082,4.95404237,29.82125214
,,,,,,,,,,,,,,,,,,,,,,3.650456278,4.319231405,4.25812986,44.02,3.813839992,3.650456278,2.696636836,14.08812401,4.876962419,38.45570593
,,,,,,,,,,,,,,,,,,,,,,5.155772188,3.118939985,4.981375844,21,6.425532344,5.155772188,3.501806474,19.81768601,5.117662477,27.3506983
,,,,,,,,,,,,,,,,,,,,,,5.053744015,4.253636943,4.720767048,42.1,5.399855845,5.053744015,2.966575615,8.765394367,5.396770785,22.24616667
,,,,,,,,,,,,,,,,,,,,,,3.534875069,4.359858702,3.977978713,30.6,3.779540019,3.534875069,2.311704463,4.425740283,5.201542277,52.80005776
,,,,,,,,,,,,,,,,,,,,,,5.345636126,5.747046993,4.899215156,77.863021,5.964001501,5.345636126,3.755148083,65.47734679,6.724061721,13.63869866
,,,,,,,,,,,,,,,,,,,,,,3.324062105,3.257104316,3.936273158,36,3.566858211,3.324062105,1.806078316,31.96928926,5.124462369,21.94400896
,,,,,,,,,,,,,,,,,,,,,,3.956987907,2.500814495,4.132303869,3.7,4.128859582,3.956987907,2.610102482,17.9452765,4.490727634,19.39974986
,,,,,,,,,,,,,,,,,,,,,,4.450952993,3.769794503,5.082924636,40.65,5.619595309,4.450952993,3.092769584,33.58753805,5.454139864,11.10870429
,,,,,,,,,,,,,,,,,,,,,,5.319058452,6.058632474,5.192811045,81.6,6.312331002,5.319058452,3.688245085,49.42317264,5.73792875,28.80826904
,,,,,,,,,,,,,,,,,,,,,,5.366563581,4.810286181,5.184250325,45,5.865252306,5.366563581,3.591282283,38.70332144,4.917449856,39.00617911
,,,,,,,,,,,,,,,,,,,,,,4.021310827,4.08770626,4.812826458,36.5,4.630634839,4.021310827,3.209014837,26.92600487,4.670301443,15.44262051
,,,,,,,,,,,,,,,,,,,,,,4.022108547,3.256129042,4.691018945,26.74,4.400723113,4.022108547,2.693142015,31.86575081,4.99625697,22.97814687
,,,,,,,,,,,,,,,,,,,,,,4.914822765,4.003634079,4.98516034,7.5,5.085398978,4.914822765,3.357752938,39.57573914,6.233619978,21.17578373
,,,,,,,,,,,,,,,,,,,,,,4.38319645,4.6510248,4.72494285,9.1,4.76437505,4.38319645,3.90634425,28.54465257,5.487203944,24.72611653
,,,,,,,,,,,,,,,,,,,,,,4.311476367,6.181011294,4.474863278,83.7,4.16792875,4.311476367,2.031101189,53.41151493,6.184748502,54.4098959
,,,,,,,,,,,,,,,,,,,,,,3.943287175,3.826804096,5.161852692,31,4.59560799,3.943287175,2.443549054,34.77475562,5.868931443,30.26971997
,,,,,,,,,,,,,,,,,,,,,,4.67482716,4.026137914,4.692264429,25,4.892301286,4.67482716,3.03189336,30.35037667,5.019527951,33.81150591
,,,,,,,,,,,,,,,,,,,,,,3.577090922,4.399835169,4.496879693,39.9252329,3.941244709,3.577090922,2.603499794,27.97235288,4.854040515,35.69083719
,,,,,,,,,,,,,,,,,,,,,,4.8722661,3.3739956,4.9587834,12.3,6.3321924,4.8722661,3.26388535,26.2732293,5.123222639,26.85047457
,,,,,,,,,,,,,,,,,,,,,,4.818252209,4.250493531,4.660895437,39.8216387,5.093526331,4.818252209,2.700824424,39.3821077,5.307145609,19.76789449
,,,,,,,,,,,,,,,,,,,,,,3.25072835,4.05873515,3.8039374,23,3.7039674,3.25072835,2.02386315,20.3964971,5.166930322,49.49535144
,,,,,,,,,,,,,,,,,,,,,,5.333567545,5.796924567,4.904797114,79,5.964252101,5.333567545,3.651613028,66.3055424,6.68446573,12.23313782
,,,,,,,,,,,,,,,,,,,,,,3.24194,2.981205246,3.948938721,30.39995455,3.366384,3.24194,1.719086048,29.87412472,5.114248821,21.351
,,,,,,,,,,,,,,,,,,,,,,3.873156,2.05759215,4.0915097,0.3805308085,4.053594,3.873156,2.5529593,15.4779519,4.540762915,20.921
,,,,,,,,,,,,,,,,,,,,,,4.479712,3.750485432,5.188665714,38.71291592,5.571288,4.479712,2.82474866,34.33782787,5.493259295,11.271
,,,,,,,,,,,,,,,,,,,,,,5.472194,5.951854926,5.101475042,78.11197818,6.406627,5.472194,3.639718379,49.2565829,5.798736584,28.682
,,,,,,,,,,,,,,,,,,,,,,5.516477,4.699632326,5.211137396,33.98356089,5.838193,5.516477,3.654160096,37.36964357,4.927219408,38.136
,,,,,,,,,,,,,,,,,,,,,,4.268952,3.507033134,4.884059345,45.52989695,4.923622,4.268952,2.859060147,28.52612823,4.710322197,16.411
,,,,,,,,,,,,,,,,,,,,,,4.164071,3.26535275,4.91857545,20.04322273,4.79213,4.164071,3.03367755,27.00950491,5.337746189,37.8
,,,,,,,,,,,,,,,,,,,,,,4.822392,3.826859261,5.122748938,5.116847221,5.097985,4.822392,3.291432389,36.23313334,6.230292334,20.588
,,,,,,,,,,,,,,,,,,,,,,4.431256,4.512038706,4.917403675,8.696986216,4.804684,4.431256,3.984952939,28.06340351,5.507864703,24.125
,,,,,,,,,,,,,,,,,,,,,,3.959959,6.040349956,4.458957083,81.60086666,4.041304,3.959959,2.109788673,49.55842411,6.189505823,49.9
,,,,,,,,,,,,,,,,,,,,,,3.550495,3.458029316,5.03963926,25.94584591,4.326288,3.550495,2.355445702,29.2726518,5.865217643,27.841
,,,,,,,,,,,,,,,,,,,,,,4.834134,3.713553754,4.430998833,6.47412377,5.059484,4.834134,2.915132979,27.31446352,4.984520835,31.315
,,,,,,,,,,,,,,,,,,,,,,3.632354,4.348431766,4.695889859,36.60084993,3.90108,3.632354,2.563060321,27.9054575,4.829903778,31.216
,,,,,,,,,,,,,,,,,,,,,,4.710235,3.151511669,5.004280178,8.821225061,6.226357,4.710235,3.228481584,23.66762643,5.173464341,27.116
,,,,,,,,,,,,,,,,,,,,,,4.800694,4.300153633,4.803140744,35.30000065,5.010827,4.800694,2.567669492,38.56510357,5.425510232,23.169
,,,,,,,,,,,,,,,,,,,,,,3.230875,3.841506254,3.768366131,33.473294,3.813996,3.230875,1.939989653,20.06530066,5.160165821,46.3
,,,,,,,,,,,,,,,,,,,,,,5.285872,5.893677326,4.901960362,76.23928274,5.955122,5.285872,3.393119164,63.6712808,6.716788084,10.972
,,,,,,,,,,,,,,,,,,,,,,4.100914611,3.011554956,4.099274039,28.07662964,4.21356595,4.249848393,2.005931275,44.67420992,5.270530488,24.212
,,,,,,,,,,,,,,,,,,,,,,4.598223248,1.622600658,4.177405418,0.3151294291,3.852775286,3.891798694,2.371026626,9.344893925,4.695954081,22.23
,,,,,,,,,,,,,,,,,,,,,,4.681231795,3.655066871,5.301884141,35.20000076,4.604125351,4.785643184,3.040690617,41.26395467,5.674106512,14.336
,,,,,,,,,,,,,,,,,,,,,,5.04509405,5.882334928,5.435407075,73,4.532229579,4.566473352,3.918316625,47.39640329,5.939729808,34.931
,,,,,,,,,,,,,,,,,,,,,,4.878247334,4.64350613,5.353454452,32.47349548,4.742264701,4.973945135,3.872173634,36.79444509,5.138578173,45.146
,,,,,,,,,,,,,,,,,,,,,,4.01361745,3.290592958,4.712359146,36.62086868,4.522777785,4.216603679,3.082642885,28.38407432,4.90520855,18.28
,,,,,,,,,,,,,,,,,,,,,,4.060994309,2.868282778,5.13828501,16.35725403,4.849229642,4.478972254,3.351469311,28.37016891,5.484243322,45.8
,,,,,,,,,,,,,,,,,,,,,,4.454998208,3.568190539,5.35515651,6.928907394,4.854139923,4.364541801,3.596957741,15.8589869,6.249537686,24
,,,,,,,,,,,,,,,,,,,,,,3.873970625,3.862405314,5.030004486,10.79321575,4.308556257,4.390885947,3.993766579,32.90948395,5.646276958,29.764
,,,,,,,,,,,,,,,,,,,,,,4.488936122,6.225848542,4.813570746,77.44887543,4.652996394,4.369310088,2.771784823,46.47521023,6.189650114,52.861
,,,,,,,,,,,,,,,,,,,,,,4.468432568,3.406521028,5.038724766,21.57708549,3.949337235,4.010074046,2.697158717,22.56323278,5.917614082,28.275
,,,,,,,,,,,,,,,,,,,,,,4.181787071,3.581346202,4.816488341,6.025458336,5.706827877,4.637673135,2.674079261,30.18585249,5.196389389,37.951
,,,,,,,,,,,,,,,,,,,,,,4.277009108,3.997739969,4.976102494,24,4.211404387,4.249858252,3.306045595,14.15127078,4.985004636,30.9
,,,,,,,,,,,,,,,,,,,,,,4.591836554,2.816245636,5.051135431,8.574272156,5.336676092,4.801117846,3.7345511,31.8547556,5.398998477,35.367
,,,,,,,,,,,,,,,,,,,,,,3.99571731,4.048704507,4.92442249,32.28627014,4.760578355,4.015644605,2.822107906,27.76063455,5.527674711,23.928
,,,,,,,,,,,,,,,,,,,,,,4.002199106,3.481138529,3.938786584,22.57798195,4.317339875,4.091126783,2.680183606,19.35204721,5.344172245,46.929
,,,,,,,,,,,,,,,,,,,,,,4.906416238,5.942910103,5.124637571,71.24391937,4.327154635,4.911192702,3.659950465,72.40241444,6.732075511,13.035
,,,,,,,,,,,,,,,,,,,,,,4.476557958,2.817020209,4.152070924,20.91172028,4.277962686,4.098671394,2.297070416,40.90700837,5.040768253,24.539
,,,,,,,,,,,,,,,,,,,,,,4.558784638,1.557792938,4.068250545,0.3115543127,5.233351202,4.840715071,2.461277153,18.34518714,4.221145168,16.9
,,,,,,,,,,,,,,,,,,,,,,4.576897066,3.386191864,5.156098473,22.55366898,4.192939793,4.074635459,3.196004958,38.51921008,5.470870094,13.871
,,,,,,,,,,,,,,,,,,,,,,4.31402168,5.772963602,5.776373617,76.76835632,4.77496231,5.146097805,4.365560839,38.09942731,5.817513447,34.9
,,,,,,,,,,,,,,,,,,,,,,4.626864053,4.451865572,5.290996195,25.23819733,4.359831064,4.691466743,4.205929632,23.83131346,4.935735473,47.069
,,,,,,,,,,,,,,,,,,,,,,4.725173549,3.205539635,4.625634017,14.48808765,4.638888847,4.115790865,3.447383685,11.04810393,4.650660004,21.635
,,,,,,,,,,,,,,,,,,,,,,5.220377152,2.495365678,5.060112042,7.953635693,3.441635277,4.243676934,3.077351433,42.91598238,5.035246535,31.537
,,,,,,,,,,,,,,,,,,,,,,4.522005279,3.538309605,5.355223041,10.71870232,4.089472364,4.776589191,3.921215059,43.00126583,6.044408818,21.2
,,,,,,,,,,,,,,,,,,,,,,4.485428451,3.616017969,5.31827435,4.690618038,4.518625672,4.634383833,3.408241245,22.12657067,5.449179253,29.362
,,,,,,,,,,,,,,,,,,,,,,4.047748023,6.269770724,5.302342994,71.10852051,4.94129755,4.598724455,4.355774863,37.69814339,5.952603676,45.6
,,,,,,,,,,,,,,,,,,,,,,3.672902049,3.248088609,4.975412018,18.98351669,4.784867191,4.302834617,2.756042318,27.23887339,5.811944116,32.532
,,,,,,,,,,,,,,,,,,,,,,4.180757483,3.657143856,5.099127714,5.918791771,5.044349487,4.222421919,2.940611631,10.88145356,5.013009061,41.042
,,,,,,,,,,,,,,,,,,,,,,5.023353486,3.992601359,4.961098202,52.24394608,4.874599636,4.871541161,3.602920698,40.32969833,4.67576614,29.3
,,,,,,,,,,,,,,,,,,,,,,4.295916449,2.797953785,5.202501867,7.774121761,6.116281049,4.60575977,4.165680329,5.05464707,5.128801112,31.648
,,,,,,,,,,,,,,,,,,,,,,4.504193528,3.671374647,4.667694662,17.72836876,5.023621823,4.195647018,3.263774142,29.54273441,5.332141133,23
,,,,,,,,,,,,,,,,,,,,,,4.452350262,3.356959338,4.32586553,19.57100296,5.193880835,4.26240543,3.407427003,22.62584891,5.041601482,40.2
,,,,,,,,,,,,,,,,,,,,,,4.516126315,5.854591193,5.329761084,69.82713318,4.264961945,4.556656987,4.792844872,61.69799402,6.643901745,11.87
